#   lamda     c0    c1      c2
 604.0172    5.1910E-01    0.0000E+00    0.0000E+00
 604.0272    5.1973E-01    0.0000E+00    0.0000E+00
 604.0372    5.2033E-01    0.0000E+00    0.0000E+00
 604.0472    5.2013E-01    0.0000E+00    0.0000E+00
 604.0572    5.2039E-01    0.0000E+00    0.0000E+00
 604.0672    5.2055E-01    0.0000E+00    0.0000E+00
 604.0772    5.2036E-01    0.0000E+00    0.0000E+00
 604.0872    5.2013E-01    0.0000E+00    0.0000E+00
 604.0972    5.2027E-01    0.0000E+00    0.0000E+00
 604.1073    5.1980E-01    0.0000E+00    0.0000E+00
 604.1173    5.1983E-01    0.0000E+00    0.0000E+00
 604.1273    5.2025E-01    0.0000E+00    0.0000E+00
 604.1373    5.2038E-01    0.0000E+00    0.0000E+00
 604.1473    5.2091E-01    0.0000E+00    0.0000E+00
 604.1573    5.2135E-01    0.0000E+00    0.0000E+00
 604.1673    5.2100E-01    0.0000E+00    0.0000E+00
 604.1773    5.2078E-01    0.0000E+00    0.0000E+00
 604.1873    5.1963E-01    0.0000E+00    0.0000E+00
 604.1973    5.1924E-01    0.0000E+00    0.0000E+00
 604.2073    5.1948E-01    0.0000E+00    0.0000E+00
 604.2173    5.1924E-01    0.0000E+00    0.0000E+00
 604.2273    5.1997E-01    0.0000E+00    0.0000E+00
 604.2373    5.2074E-01    0.0000E+00    0.0000E+00
 604.2473    5.2081E-01    0.0000E+00    0.0000E+00
 604.2573    5.2066E-01    0.0000E+00    0.0000E+00
 604.2673    5.2084E-01    0.0000E+00    0.0000E+00
 604.2773    5.2073E-01    0.0000E+00    0.0000E+00
 604.2873    5.2005E-01    0.0000E+00    0.0000E+00
 604.2973    5.1906E-01    0.0000E+00    0.0000E+00
 604.3073    5.1817E-01    0.0000E+00    0.0000E+00
 604.3173    5.1776E-01    0.0000E+00    0.0000E+00
 604.3273    5.1709E-01    0.0000E+00    0.0000E+00
 604.3373    5.1764E-01    0.0000E+00    0.0000E+00
 604.3473    5.1907E-01    0.0000E+00    0.0000E+00
 604.3573    5.1943E-01    0.0000E+00    0.0000E+00
 604.3673    5.1948E-01    0.0000E+00    0.0000E+00
 604.3773    5.1964E-01    0.0000E+00    0.0000E+00
 604.3873    5.1953E-01    0.0000E+00    0.0000E+00
 604.3973    5.1946E-01    0.0000E+00    0.0000E+00
 604.4073    5.1941E-01    0.0000E+00    0.0000E+00
 604.4173    5.2012E-01    0.0000E+00    0.0000E+00
 604.4273    5.1987E-01    0.0000E+00    0.0000E+00
 604.4373    5.1946E-01    0.0000E+00    0.0000E+00
 604.4473    5.1998E-01    0.0000E+00    0.0000E+00
 604.4573    5.1975E-01    0.0000E+00    0.0000E+00
 604.4673    5.1941E-01    0.0000E+00    0.0000E+00
 604.4774    5.1938E-01    0.0000E+00    0.0000E+00
 604.4874    5.1952E-01    0.0000E+00    0.0000E+00
 604.4974    5.1902E-01    0.0000E+00    0.0000E+00
 604.5074    5.1848E-01    0.0000E+00    0.0000E+00
 604.5174    5.1848E-01    0.0000E+00    0.0000E+00
 604.5274    5.1874E-01    0.0000E+00    0.0000E+00
 604.5374    5.1827E-01    0.0000E+00    0.0000E+00
 604.5474    5.1809E-01    0.0000E+00    0.0000E+00
 604.5574    5.1840E-01    0.0000E+00    0.0000E+00
 604.5674    5.1799E-01    0.0000E+00    0.0000E+00
 604.5774    5.1762E-01    0.0000E+00    0.0000E+00
 604.5874    5.1813E-01    0.0000E+00    0.0000E+00
 604.5974    5.1806E-01    0.0000E+00    0.0000E+00
 604.6074    5.1803E-01    0.0000E+00    0.0000E+00
 604.6174    5.1822E-01    0.0000E+00    0.0000E+00
 604.6274    5.1882E-01    0.0000E+00    0.0000E+00
 604.6374    5.1863E-01    0.0000E+00    0.0000E+00
 604.6474    5.1772E-01    0.0000E+00    0.0000E+00
 604.6574    5.1784E-01    0.0000E+00    0.0000E+00
 604.6674    5.1867E-01    0.0000E+00    0.0000E+00
 604.6774    5.1872E-01    0.0000E+00    0.0000E+00
 604.6874    5.1908E-01    0.0000E+00    0.0000E+00
 604.6974    5.1935E-01    0.0000E+00    0.0000E+00
 604.7074    5.1940E-01    0.0000E+00    0.0000E+00
 604.7174    5.1865E-01    0.0000E+00    0.0000E+00
 604.7274    5.1795E-01    0.0000E+00    0.0000E+00
 604.7374    5.1764E-01    0.0000E+00    0.0000E+00
 604.7474    5.1816E-01    0.0000E+00    0.0000E+00
 604.7574    5.1859E-01    0.0000E+00    0.0000E+00
 604.7674    5.1861E-01    0.0000E+00    0.0000E+00
 604.7774    5.1816E-01    0.0000E+00    0.0000E+00
 604.7874    5.1764E-01    0.0000E+00    0.0000E+00
 604.7974    5.1746E-01    0.0000E+00    0.0000E+00
 604.8074    5.1724E-01    0.0000E+00    0.0000E+00
 604.8174    5.1653E-01    0.0000E+00    0.0000E+00
 604.8274    5.1728E-01    0.0000E+00    0.0000E+00
 604.8374    5.1816E-01    0.0000E+00    0.0000E+00
 604.8474    5.1780E-01    0.0000E+00    0.0000E+00
 604.8575    5.1844E-01    0.0000E+00    0.0000E+00
 604.8675    5.1782E-01    0.0000E+00    0.0000E+00
 604.8775    5.1722E-01    0.0000E+00    0.0000E+00
 604.8875    5.1681E-01    0.0000E+00    0.0000E+00
 604.8975    5.1692E-01    0.0000E+00    0.0000E+00
 604.9075    5.1746E-01    0.0000E+00    0.0000E+00
 604.9175    5.1785E-01    0.0000E+00    0.0000E+00
 604.9275    5.1853E-01    0.0000E+00    0.0000E+00
 604.9375    5.1976E-01    0.0000E+00    0.0000E+00
 604.9475    5.1866E-01    0.0000E+00    0.0000E+00
 604.9575    5.1776E-01    0.0000E+00    0.0000E+00
 604.9675    5.1760E-01    0.0000E+00    0.0000E+00
 604.9775    5.1809E-01    0.0000E+00    0.0000E+00
 604.9875    5.1709E-01    0.0000E+00    0.0000E+00
 604.9975    5.1669E-01    0.0000E+00    0.0000E+00
 605.0075    5.1651E-01    0.0000E+00    0.0000E+00
 605.0175    5.1704E-01    0.0000E+00    0.0000E+00
 605.0275    5.1652E-01    0.0000E+00    0.0000E+00
 605.0375    5.1681E-01    0.0000E+00    0.0000E+00
 605.0475    5.1701E-01    0.0000E+00    0.0000E+00
 605.0575    5.1783E-01    0.0000E+00    0.0000E+00
 605.0675    5.1830E-01    0.0000E+00    0.0000E+00
 605.0775    5.1850E-01    0.0000E+00    0.0000E+00
 605.0875    5.1837E-01    0.0000E+00    0.0000E+00
 605.0975    5.1914E-01    0.0000E+00    0.0000E+00
 605.1075    5.1807E-01    0.0000E+00    0.0000E+00
 605.1175    5.1759E-01    0.0000E+00    0.0000E+00
 605.1275    5.1654E-01    0.0000E+00    0.0000E+00
 605.1375    5.1603E-01    0.0000E+00    0.0000E+00
 605.1475    5.1628E-01    0.0000E+00    0.0000E+00
 605.1575    5.1615E-01    0.0000E+00    0.0000E+00
 605.1675    5.1686E-01    0.0000E+00    0.0000E+00
 605.1775    5.1745E-01    0.0000E+00    0.0000E+00
 605.1875    5.1714E-01    0.0000E+00    0.0000E+00
 605.1975    5.1653E-01    0.0000E+00    0.0000E+00
 605.2075    5.1586E-01    0.0000E+00    0.0000E+00
 605.2175    5.1527E-01    0.0000E+00    0.0000E+00
 605.2276    5.1534E-01    0.0000E+00    0.0000E+00
 605.2376    5.1518E-01    0.0000E+00    0.0000E+00
 605.2476    5.1547E-01    0.0000E+00    0.0000E+00
 605.2576    5.1550E-01    0.0000E+00    0.0000E+00
 605.2676    5.1567E-01    0.0000E+00    0.0000E+00
 605.2776    5.1566E-01    0.0000E+00    0.0000E+00
 605.2876    5.1568E-01    0.0000E+00    0.0000E+00
 605.2976    5.1536E-01    0.0000E+00    0.0000E+00
 605.3076    5.1556E-01    0.0000E+00    0.0000E+00
 605.3176    5.1474E-01    0.0000E+00    0.0000E+00
 605.3276    5.1468E-01    0.0000E+00    0.0000E+00
 605.3376    5.1487E-01    0.0000E+00    0.0000E+00
 605.3476    5.1527E-01    0.0000E+00    0.0000E+00
 605.3576    5.1617E-01    0.0000E+00    0.0000E+00
 605.3676    5.1608E-01    0.0000E+00    0.0000E+00
 605.3776    5.1600E-01    0.0000E+00    0.0000E+00
 605.3876    5.1615E-01    0.0000E+00    0.0000E+00
 605.3976    5.1513E-01    0.0000E+00    0.0000E+00
 605.4076    5.1526E-01    0.0000E+00    0.0000E+00
 605.4176    5.1511E-01    0.0000E+00    0.0000E+00
 605.4276    5.1551E-01    0.0000E+00    0.0000E+00
 605.4376    5.1598E-01    0.0000E+00    0.0000E+00
 605.4476    5.1558E-01    0.0000E+00    0.0000E+00
 605.4576    5.1588E-01    0.0000E+00    0.0000E+00
 605.4676    5.1571E-01    0.0000E+00    0.0000E+00
 605.4776    5.1530E-01    0.0000E+00    0.0000E+00
 605.4876    5.1546E-01    0.0000E+00    0.0000E+00
 605.4976    5.1544E-01    0.0000E+00    0.0000E+00
 605.5076    5.1571E-01    0.0000E+00    0.0000E+00
 605.5176    5.1546E-01    0.0000E+00    0.0000E+00
 605.5276    5.1478E-01    0.0000E+00    0.0000E+00
 605.5376    5.1411E-01    0.0000E+00    0.0000E+00
 605.5476    5.1413E-01    0.0000E+00    0.0000E+00
 605.5576    5.1433E-01    0.0000E+00    0.0000E+00
 605.5676    5.1414E-01    0.0000E+00    0.0000E+00
 605.5776    5.1468E-01    0.0000E+00    0.0000E+00
 605.5876    5.1412E-01    0.0000E+00    0.0000E+00
 605.5977    5.1385E-01    0.0000E+00    0.0000E+00
 605.6077    5.1366E-01    0.0000E+00    0.0000E+00
 605.6177    5.1303E-01    0.0000E+00    0.0000E+00
 605.6277    5.1305E-01    0.0000E+00    0.0000E+00
 605.6377    5.1296E-01    0.0000E+00    0.0000E+00
 605.6477    5.1186E-01    0.0000E+00    0.0000E+00
 605.6577    5.1205E-01    0.0000E+00    0.0000E+00
 605.6677    5.1192E-01    0.0000E+00    0.0000E+00
 605.6777    5.1235E-01    0.0000E+00    0.0000E+00
 605.6877    5.1290E-01    0.0000E+00    0.0000E+00
 605.6977    5.1208E-01    0.0000E+00    0.0000E+00
 605.7077    5.1204E-01    0.0000E+00    0.0000E+00
 605.7177    5.1179E-01    0.0000E+00    0.0000E+00
 605.7277    5.1110E-01    0.0000E+00    0.0000E+00
 605.7377    5.1121E-01    0.0000E+00    0.0000E+00
 605.7477    5.1196E-01    0.0000E+00    0.0000E+00
 605.7577    5.1242E-01    0.0000E+00    0.0000E+00
 605.7677    5.1318E-01    0.0000E+00    0.0000E+00
 605.7777    5.1318E-01    0.0000E+00    0.0000E+00
 605.7877    5.1447E-01    0.0000E+00    0.0000E+00
 605.7977    5.1454E-01    0.0000E+00    0.0000E+00
 605.8077    5.1444E-01    0.0000E+00    0.0000E+00
 605.8177    5.1340E-01    0.0000E+00    0.0000E+00
 605.8277    5.1277E-01    0.0000E+00    0.0000E+00
 605.8377    5.1182E-01    0.0000E+00    0.0000E+00
 605.8477    5.1114E-01    0.0000E+00    0.0000E+00
 605.8577    5.1072E-01    0.0000E+00    0.0000E+00
 605.8677    5.1085E-01    0.0000E+00    0.0000E+00
 605.8777    5.1179E-01    0.0000E+00    0.0000E+00
 605.8877    5.1230E-01    0.0000E+00    0.0000E+00
 605.8977    5.1251E-01    0.0000E+00    0.0000E+00
 605.9077    5.1308E-01    0.0000E+00    0.0000E+00
 605.9177    5.1266E-01    0.0000E+00    0.0000E+00
 605.9277    5.1223E-01    0.0000E+00    0.0000E+00
 605.9377    5.1131E-01    0.0000E+00    0.0000E+00
 605.9477    5.1068E-01    0.0000E+00    0.0000E+00
 605.9577    5.1181E-01    0.0000E+00    0.0000E+00
 605.9678    5.1213E-01    0.0000E+00    0.0000E+00
 605.9778    5.1301E-01    0.0000E+00    0.0000E+00
 605.9878    5.1286E-01    0.0000E+00    0.0000E+00
 605.9978    5.1278E-01    0.0000E+00    0.0000E+00
 606.0078    5.1300E-01    0.0000E+00    0.0000E+00
 606.0178    5.1248E-01    0.0000E+00    0.0000E+00
 606.0278    5.1186E-01    0.0000E+00    0.0000E+00
 606.0378    5.1215E-01    0.0000E+00    0.0000E+00
 606.0478    5.1189E-01    0.0000E+00    0.0000E+00
 606.0578    5.1153E-01    0.0000E+00    0.0000E+00
 606.0678    5.1025E-01    0.0000E+00    0.0000E+00
 606.0778    5.1023E-01    0.0000E+00    0.0000E+00
 606.0878    5.0965E-01    0.0000E+00    0.0000E+00
 606.0978    5.0948E-01    0.0000E+00    0.0000E+00
 606.1078    5.0931E-01    0.0000E+00    0.0000E+00
 606.1178    5.0956E-01    0.0000E+00    0.0000E+00
 606.1278    5.1002E-01    0.0000E+00    0.0000E+00
 606.1378    5.1027E-01    0.0000E+00    0.0000E+00
 606.1478    5.1017E-01    0.0000E+00    0.0000E+00
 606.1578    5.0990E-01    0.0000E+00    0.0000E+00
 606.1678    5.0975E-01    0.0000E+00    0.0000E+00
 606.1778    5.1025E-01    0.0000E+00    0.0000E+00
 606.1878    5.1009E-01    0.0000E+00    0.0000E+00
 606.1978    5.1078E-01    0.0000E+00    0.0000E+00
 606.2078    5.1098E-01    0.0000E+00    0.0000E+00
 606.2178    5.1074E-01    0.0000E+00    0.0000E+00
 606.2278    5.1006E-01    0.0000E+00    0.0000E+00
 606.2378    5.0869E-01    0.0000E+00    0.0000E+00
 606.2478    5.0929E-01    0.0000E+00    0.0000E+00
 606.2578    5.0934E-01    0.0000E+00    0.0000E+00
 606.2678    5.0922E-01    0.0000E+00    0.0000E+00
 606.2778    5.0975E-01    0.0000E+00    0.0000E+00
 606.2878    5.0891E-01    0.0000E+00    0.0000E+00
 606.2978    5.0819E-01    0.0000E+00    0.0000E+00
 606.3078    5.0805E-01    0.0000E+00    0.0000E+00
 606.3178    5.0796E-01    0.0000E+00    0.0000E+00
 606.3278    5.0905E-01    0.0000E+00    0.0000E+00
 606.3378    5.0938E-01    0.0000E+00    0.0000E+00
 606.3479    5.0995E-01    0.0000E+00    0.0000E+00
 606.3579    5.0966E-01    0.0000E+00    0.0000E+00
 606.3679    5.0928E-01    0.0000E+00    0.0000E+00
 606.3779    5.0958E-01    0.0000E+00    0.0000E+00
 606.3879    5.0911E-01    0.0000E+00    0.0000E+00
 606.3979    5.0904E-01    0.0000E+00    0.0000E+00
 606.4079    5.0912E-01    0.0000E+00    0.0000E+00
 606.4179    5.0901E-01    0.0000E+00    0.0000E+00
 606.4279    5.0882E-01    0.0000E+00    0.0000E+00
 606.4379    5.0873E-01    0.0000E+00    0.0000E+00
 606.4479    5.0944E-01    0.0000E+00    0.0000E+00
 606.4579    5.0945E-01    0.0000E+00    0.0000E+00
 606.4679    5.0768E-01    0.0000E+00    0.0000E+00
 606.4779    5.0613E-01    0.0000E+00    0.0000E+00
 606.4879    5.0546E-01    0.0000E+00    0.0000E+00
 606.4979    5.0543E-01    0.0000E+00    0.0000E+00
 606.5079    5.0600E-01    0.0000E+00    0.0000E+00
 606.5179    5.0779E-01    0.0000E+00    0.0000E+00
 606.5279    5.0913E-01    0.0000E+00    0.0000E+00
 606.5379    5.0905E-01    0.0000E+00    0.0000E+00
 606.5479    5.0854E-01    0.0000E+00    0.0000E+00
 606.5579    5.0693E-01    0.0000E+00    0.0000E+00
 606.5679    5.0587E-01    0.0000E+00    0.0000E+00
 606.5779    5.0596E-01    0.0000E+00    0.0000E+00
 606.5879    5.0539E-01    0.0000E+00    0.0000E+00
 606.5979    5.0644E-01    0.0000E+00    0.0000E+00
 606.6079    5.0636E-01    0.0000E+00    0.0000E+00
 606.6179    5.0635E-01    0.0000E+00    0.0000E+00
 606.6279    5.0604E-01    0.0000E+00    0.0000E+00
 606.6379    5.0643E-01    0.0000E+00    0.0000E+00
 606.6479    5.0671E-01    0.0000E+00    0.0000E+00
 606.6579    5.0698E-01    0.0000E+00    0.0000E+00
 606.6679    5.0660E-01    0.0000E+00    0.0000E+00
 606.6779    5.0696E-01    0.0000E+00    0.0000E+00
 606.6879    5.0725E-01    0.0000E+00    0.0000E+00
 606.6979    5.0746E-01    0.0000E+00    0.0000E+00
 606.7079    5.0811E-01    0.0000E+00    0.0000E+00
 606.7180    5.0913E-01    0.0000E+00    0.0000E+00
 606.7280    5.0868E-01    0.0000E+00    0.0000E+00
 606.7380    5.0813E-01    0.0000E+00    0.0000E+00
 606.7480    5.0672E-01    0.0000E+00    0.0000E+00
 606.7580    5.0489E-01    0.0000E+00    0.0000E+00
 606.7680    5.0453E-01    0.0000E+00    0.0000E+00
 606.7780    5.0406E-01    0.0000E+00    0.0000E+00
 606.7880    5.0487E-01    0.0000E+00    0.0000E+00
 606.7980    5.0493E-01    0.0000E+00    0.0000E+00
 606.8080    5.0478E-01    0.0000E+00    0.0000E+00
 606.8180    5.0563E-01    0.0000E+00    0.0000E+00
 606.8280    5.0509E-01    0.0000E+00    0.0000E+00
 606.8380    5.0519E-01    0.0000E+00    0.0000E+00
 606.8480    5.0589E-01    0.0000E+00    0.0000E+00
 606.8580    5.0594E-01    0.0000E+00    0.0000E+00
 606.8680    5.0605E-01    0.0000E+00    0.0000E+00
 606.8780    5.0651E-01    0.0000E+00    0.0000E+00
 606.8880    5.0636E-01    0.0000E+00    0.0000E+00
 606.8980    5.0602E-01    0.0000E+00    0.0000E+00
 606.9080    5.0458E-01    0.0000E+00    0.0000E+00
 606.9180    5.0461E-01    0.0000E+00    0.0000E+00
 606.9280    5.0428E-01    0.0000E+00    0.0000E+00
 606.9380    5.0370E-01    0.0000E+00    0.0000E+00
 606.9480    5.0329E-01    0.0000E+00    0.0000E+00
 606.9580    5.0415E-01    0.0000E+00    0.0000E+00
 606.9680    5.0385E-01    0.0000E+00    0.0000E+00
 606.9780    5.0378E-01    0.0000E+00    0.0000E+00
 606.9880    5.0330E-01    0.0000E+00    0.0000E+00
 606.9980    5.0422E-01    0.0000E+00    0.0000E+00
 607.0080    5.0439E-01    0.0000E+00    0.0000E+00
 607.0180    5.0511E-01    0.0000E+00    0.0000E+00
 607.0280    5.0454E-01    0.0000E+00    0.0000E+00
 607.0380    5.0408E-01    0.0000E+00    0.0000E+00
 607.0480    5.0333E-01    0.0000E+00    0.0000E+00
 607.0580    5.0257E-01    0.0000E+00    0.0000E+00
 607.0680    5.0217E-01    0.0000E+00    0.0000E+00
 607.0780    5.0286E-01    0.0000E+00    0.0000E+00
 607.0881    5.0329E-01    0.0000E+00    0.0000E+00
 607.0981    5.0387E-01    0.0000E+00    0.0000E+00
 607.1081    5.0329E-01    0.0000E+00    0.0000E+00
 607.1181    5.0360E-01    0.0000E+00    0.0000E+00
 607.1281    5.0351E-01    0.0000E+00    0.0000E+00
 607.1381    5.0352E-01    0.0000E+00    0.0000E+00
 607.1481    5.0281E-01    0.0000E+00    0.0000E+00
 607.1581    5.0308E-01    0.0000E+00    0.0000E+00
 607.1681    5.0315E-01    0.0000E+00    0.0000E+00
 607.1781    5.0305E-01    0.0000E+00    0.0000E+00
 607.1881    5.0331E-01    0.0000E+00    0.0000E+00
 607.1981    5.0298E-01    0.0000E+00    0.0000E+00
 607.2081    5.0243E-01    0.0000E+00    0.0000E+00
 607.2181    5.0295E-01    0.0000E+00    0.0000E+00
 607.2281    5.0168E-01    0.0000E+00    0.0000E+00
 607.2381    5.0137E-01    0.0000E+00    0.0000E+00
 607.2481    5.0206E-01    0.0000E+00    0.0000E+00
 607.2581    5.0290E-01    0.0000E+00    0.0000E+00
 607.2681    5.0343E-01    0.0000E+00    0.0000E+00
 607.2781    5.0262E-01    0.0000E+00    0.0000E+00
 607.2881    5.0190E-01    0.0000E+00    0.0000E+00
 607.2981    5.0171E-01    0.0000E+00    0.0000E+00
 607.3081    5.0088E-01    0.0000E+00    0.0000E+00
 607.3181    5.0015E-01    0.0000E+00    0.0000E+00
 607.3281    4.9973E-01    0.0000E+00    0.0000E+00
 607.3381    5.0019E-01    0.0000E+00    0.0000E+00
 607.3481    5.0028E-01    0.0000E+00    0.0000E+00
 607.3581    5.0033E-01    0.0000E+00    0.0000E+00
 607.3681    4.9973E-01    0.0000E+00    0.0000E+00
 607.3781    5.0010E-01    0.0000E+00    0.0000E+00
 607.3881    5.0066E-01    0.0000E+00    0.0000E+00
 607.3981    5.0097E-01    0.0000E+00    0.0000E+00
 607.4081    5.0100E-01    0.0000E+00    0.0000E+00
 607.4181    5.0139E-01    0.0000E+00    0.0000E+00
 607.4281    5.0118E-01    0.0000E+00    0.0000E+00
 607.4381    5.0117E-01    0.0000E+00    0.0000E+00
 607.4481    5.0009E-01    0.0000E+00    0.0000E+00
 607.4581    4.9981E-01    0.0000E+00    0.0000E+00
 607.4682    4.9950E-01    0.0000E+00    0.0000E+00
 607.4782    4.9957E-01    0.0000E+00    0.0000E+00
 607.4882    5.0006E-01    0.0000E+00    0.0000E+00
 607.4982    4.9960E-01    0.0000E+00    0.0000E+00
 607.5082    4.9924E-01    0.0000E+00    0.0000E+00
 607.5182    4.9861E-01    0.0000E+00    0.0000E+00
 607.5282    4.9733E-01    0.0000E+00    0.0000E+00
 607.5382    4.9729E-01    0.0000E+00    0.0000E+00
 607.5482    4.9769E-01    0.0000E+00    0.0000E+00
 607.5582    4.9916E-01    0.0000E+00    0.0000E+00
 607.5682    5.0068E-01    0.0000E+00    0.0000E+00
 607.5782    5.0070E-01    0.0000E+00    0.0000E+00
 607.5882    5.0065E-01    0.0000E+00    0.0000E+00
 607.5982    5.0023E-01    0.0000E+00    0.0000E+00
 607.6082    4.9934E-01    0.0000E+00    0.0000E+00
 607.6182    4.9994E-01    0.0000E+00    0.0000E+00
 607.6282    4.9964E-01    0.0000E+00    0.0000E+00
 607.6382    4.9947E-01    0.0000E+00    0.0000E+00
 607.6482    4.9901E-01    0.0000E+00    0.0000E+00
 607.6582    4.9817E-01    0.0000E+00    0.0000E+00
 607.6682    4.9801E-01    0.0000E+00    0.0000E+00
 607.6782    4.9822E-01    0.0000E+00    0.0000E+00
 607.6882    4.9857E-01    0.0000E+00    0.0000E+00
 607.6982    5.0015E-01    0.0000E+00    0.0000E+00
 607.7082    5.0036E-01    0.0000E+00    0.0000E+00
 607.7182    5.0006E-01    0.0000E+00    0.0000E+00
 607.7282    4.9908E-01    0.0000E+00    0.0000E+00
 607.7382    4.9854E-01    0.0000E+00    0.0000E+00
 607.7482    4.9808E-01    0.0000E+00    0.0000E+00
 607.7582    4.9801E-01    0.0000E+00    0.0000E+00
 607.7682    4.9781E-01    0.0000E+00    0.0000E+00
 607.7782    4.9895E-01    0.0000E+00    0.0000E+00
 607.7882    4.9905E-01    0.0000E+00    0.0000E+00
 607.7982    4.9903E-01    0.0000E+00    0.0000E+00
 607.8082    4.9876E-01    0.0000E+00    0.0000E+00
 607.8182    4.9882E-01    0.0000E+00    0.0000E+00
 607.8282    4.9874E-01    0.0000E+00    0.0000E+00
 607.8383    4.9802E-01    0.0000E+00    0.0000E+00
 607.8483    4.9734E-01    0.0000E+00    0.0000E+00
 607.8583    4.9733E-01    0.0000E+00    0.0000E+00
 607.8683    4.9640E-01    0.0000E+00    0.0000E+00
 607.8783    4.9631E-01    0.0000E+00    0.0000E+00
 607.8883    4.9630E-01    0.0000E+00    0.0000E+00
 607.8983    4.9665E-01    0.0000E+00    0.0000E+00
 607.9083    4.9656E-01    0.0000E+00    0.0000E+00
 607.9183    4.9639E-01    0.0000E+00    0.0000E+00
 607.9283    4.9744E-01    0.0000E+00    0.0000E+00
 607.9383    4.9776E-01    0.0000E+00    0.0000E+00
 607.9483    4.9875E-01    0.0000E+00    0.0000E+00
 607.9583    4.9825E-01    0.0000E+00    0.0000E+00
 607.9683    4.9757E-01    0.0000E+00    0.0000E+00
 607.9783    4.9735E-01    0.0000E+00    0.0000E+00
 607.9883    4.9678E-01    0.0000E+00    0.0000E+00
 607.9983    4.9682E-01    0.0000E+00    0.0000E+00
 608.0083    4.9726E-01    0.0000E+00    0.0000E+00
 608.0183    4.9683E-01    0.0000E+00    0.0000E+00
 608.0283    4.9686E-01    0.0000E+00    0.0000E+00
 608.0383    4.9554E-01    0.0000E+00    0.0000E+00
 608.0483    4.9476E-01    0.0000E+00    0.0000E+00
 608.0583    4.9440E-01    0.0000E+00    0.0000E+00
 608.0683    4.9488E-01    0.0000E+00    0.0000E+00
 608.0783    4.9572E-01    0.0000E+00    0.0000E+00
 608.0883    4.9601E-01    0.0000E+00    0.0000E+00
 608.0983    4.9619E-01    0.0000E+00    0.0000E+00
 608.1083    4.9638E-01    0.0000E+00    0.0000E+00
 608.1183    4.9649E-01    0.0000E+00    0.0000E+00
 608.1283    4.9672E-01    0.0000E+00    0.0000E+00
 608.1383    4.9622E-01    0.0000E+00    0.0000E+00
 608.1483    4.9637E-01    0.0000E+00    0.0000E+00
 608.1583    4.9554E-01    0.0000E+00    0.0000E+00
 608.1683    4.9463E-01    0.0000E+00    0.0000E+00
 608.1783    4.9470E-01    0.0000E+00    0.0000E+00
 608.1883    4.9456E-01    0.0000E+00    0.0000E+00
 608.1983    4.9511E-01    0.0000E+00    0.0000E+00
 608.2084    4.9597E-01    0.0000E+00    0.0000E+00
 608.2184    4.9581E-01    0.0000E+00    0.0000E+00
 608.2284    4.9494E-01    0.0000E+00    0.0000E+00
 608.2384    4.9385E-01    0.0000E+00    0.0000E+00
 608.2484    4.9389E-01    0.0000E+00    0.0000E+00
 608.2584    4.9464E-01    0.0000E+00    0.0000E+00
 608.2684    4.9514E-01    0.0000E+00    0.0000E+00
 608.2784    4.9599E-01    0.0000E+00    0.0000E+00
 608.2884    4.9646E-01    0.0000E+00    0.0000E+00
 608.2984    4.9578E-01    0.0000E+00    0.0000E+00
 608.3084    4.9451E-01    0.0000E+00    0.0000E+00
 608.3184    4.9367E-01    0.0000E+00    0.0000E+00
 608.3284    4.9292E-01    0.0000E+00    0.0000E+00
 608.3384    4.9243E-01    0.0000E+00    0.0000E+00
 608.3484    4.9199E-01    0.0000E+00    0.0000E+00
 608.3584    4.9215E-01    0.0000E+00    0.0000E+00
 608.3684    4.9185E-01    0.0000E+00    0.0000E+00
 608.3784    4.9182E-01    0.0000E+00    0.0000E+00
 608.3884    4.9211E-01    0.0000E+00    0.0000E+00
 608.3984    4.9241E-01    0.0000E+00    0.0000E+00
 608.4084    4.9226E-01    0.0000E+00    0.0000E+00
 608.4184    4.9275E-01    0.0000E+00    0.0000E+00
 608.4284    4.9264E-01    0.0000E+00    0.0000E+00
 608.4384    4.9318E-01    0.0000E+00    0.0000E+00
 608.4484    4.9327E-01    0.0000E+00    0.0000E+00
 608.4584    4.9354E-01    0.0000E+00    0.0000E+00
 608.4684    4.9259E-01    0.0000E+00    0.0000E+00
 608.4784    4.9223E-01    0.0000E+00    0.0000E+00
 608.4884    4.9190E-01    0.0000E+00    0.0000E+00
 608.4984    4.9195E-01    0.0000E+00    0.0000E+00
 608.5084    4.9101E-01    0.0000E+00    0.0000E+00
 608.5184    4.9082E-01    0.0000E+00    0.0000E+00
 608.5284    4.9093E-01    0.0000E+00    0.0000E+00
 608.5384    4.9163E-01    0.0000E+00    0.0000E+00
 608.5484    4.9132E-01    0.0000E+00    0.0000E+00
 608.5584    4.9155E-01    0.0000E+00    0.0000E+00
 608.5684    4.9199E-01    0.0000E+00    0.0000E+00
 608.5785    4.9190E-01    0.0000E+00    0.0000E+00
 608.5885    4.9202E-01    0.0000E+00    0.0000E+00
 608.5985    4.9148E-01    0.0000E+00    0.0000E+00
 608.6085    4.9117E-01    0.0000E+00    0.0000E+00
 608.6185    4.9183E-01    0.0000E+00    0.0000E+00
 608.6285    4.9157E-01    0.0000E+00    0.0000E+00
 608.6385    4.9127E-01    0.0000E+00    0.0000E+00
 608.6485    4.9004E-01    0.0000E+00    0.0000E+00
 608.6585    4.8957E-01    0.0000E+00    0.0000E+00
 608.6685    4.9035E-01    0.0000E+00    0.0000E+00
